room_type,month,neighbourhood,count,monthly_average
Entire Home,"August, 2020",Junction Area,75,
Entire Home,"August, 2020",Keelesdale-Eglinton West,24,217.1818182
Entire Home,"August, 2020",Kennedy Park,22,
Entire Home,"August, 2020",Kensington-Chinatown,248,193.5405405
Entire Home,"August, 2020",Kingsview Village-The Westway,18,
Entire Home,"August, 2020",Kingsway South,15,
Entire Home,"August, 2020",L'Amoreaux,13,
Entire Home,"August, 2020",Lambton Baby Point,21,135.1574074
Entire Home,"August, 2020",Lansing-Westgate,54,183.4025424
Entire Home,"August, 2020",Lawrence Park North,33,
Entire Home,"August, 2020",Lawrence Park South,32,214.6729067
Entire Home,"August, 2020",Leaside-Bennington,31,
Entire Home,"August, 2020",Little Portugal,295,
Entire Home,"August, 2020",Long Branch,38,
Entire Home,"August, 2020",Malvern,18,143.1492537
Entire Home,"August, 2020",Maple Leaf,11,
Entire Home,"August, 2020",Markland Wood,2,181.7222222
Entire Home,"August, 2020",Milliken,8,193.5405405
Entire Home,"August, 2020",Mimico (includes Humber Bay Shores),181,137.3913043
Entire Home,"August, 2020",Morningside,9,137.3913043
Entire Home,"August, 2020",Moss Park,318,
Entire Home,"August, 2020",Mount Dennis,11,200.6544118
Entire Home,"August, 2020",Mount Olive-Silverstone-Jamestown,10,214.6729067
Entire Home,"August, 2020",Mount Pleasant East,48,223.4303797
Entire Home,"August, 2020",Mount Pleasant West,172,128.5932203
Entire Home,"August, 2020",New Toronto,43,214.6729067
Entire Home,"August, 2020",Newtonbrook East,50,192.6612903
Entire Home,"August, 2020",Newtonbrook West,92,
Entire Home,"August, 2020",Niagara,708,135.8142415
Entire Home,"August, 2020",North Riverdale,96,
Entire Home,"August, 2020",North St.James Town,108,161.554878
Entire Home,"August, 2020",O'Connor-Parkview,30,193.5405405
Entire Home,"August, 2020",Oakridge,28,
Entire Home,"August, 2020",Oakwood Village,71,
Entire Home,"August, 2020",Old East York,31,
Entire Home,"August, 2020",Palmerston-Little Italy,222,187.3478261
Entire Home,"August, 2020",Parkwoods-Donalda,41,178.5921569
Entire Home,"August, 2020",Pelmo Park-Humberlea,15,214.6729067
Entire Home,"August, 2020",Playter Estates-Danforth,41,178.5921569
Entire Home,"August, 2020",Pleasant View,18,214.6729067
Entire Home,"August, 2020",Princess-Rosethorn,11,130.2142857
Entire Home,"August, 2020",Regent Park,57,149.0731707
Entire Home,"August, 2020",Rexdale-Kipling,15,177.0408805
Entire Home,"August, 2020",Rockcliffe-Smythe,29,
Entire Home,"August, 2020",Roncesvalles,164,137.3913043
Entire Home,"August, 2020",Rosedale-Moore Park,79,
Entire Home,"August, 2020",Rouge,25,157.884058
Entire Home,"August, 2020",Runnymede-Bloor West Village,35,
Entire Home,"August, 2020",Rustic,2,154.0277136
Entire Home,"August, 2020",Scarborough Village,3,154.0277136
Entire Home,"August, 2020",South Parkdale,207,
Entire Home,"August, 2020",South Riverdale,270,214.6729067
Entire Home,"August, 2020",St.Andrew-Windfields,17,214.6729067
Entire Home,"August, 2020",Steeles,7,119.2816901
Entire Home,"August, 2020",Stonegate-Queensway,57,
Entire Home,"August, 2020",Tam O'Shanter-Sullivan,20,135.8142415
Entire Home,"August, 2020",Taylor-Massey,16,
Entire Home,"August, 2020",The Beaches,136,171.2474576
Entire Home,"August, 2020",Thistletown-Beaumond Heights,8,135.8142415
Entire Home,"August, 2020",Thorncliffe Park,11,132.2266667
Entire Home,"August, 2020",Trinity-Bellwoods,311,248.9807074
Entire Home,"August, 2020",University,71,135.8142415
Entire Home,"August, 2020",Victoria Village,9,178.5921569
Entire Home,"August, 2020",Waterfront Communities-The Island,2938,161.554878
Entire Home,"August, 2020",West Hill,12,
Entire Home,"August, 2020",West Humber-Clairville,27,
Entire Home,"August, 2020",Westminster-Branson,18,
Entire Home,"August, 2020",Weston,19,214.6729067
Entire Home,"August, 2020",Weston-Pellam Park,35,
Entire Home,"August, 2020",Wexford/Maryvale,36,
Entire Home,"August, 2020",Willowdale East,255,
Entire Home,"August, 2020",Willowdale West,66,
Entire Home,"August, 2020",Willowridge-Martingrove-Richview,21,
Entire Home,"August, 2020",Woburn,34,
Entire Home,"August, 2020",Woodbine Corridor,60,
Entire Home,"August, 2020",Woodbine-Lumsden,27,177.0408805
Entire Home,"August, 2020",Wychwood,70,214.6729067
Entire Home,"August, 2020",Yonge-Eglinton,76,193.5405405
Entire Home,"August, 2020",Yonge-St.Clair,44,
Entire Home,"August, 2020",York University Heights,24,154.0277136
Entire Home,"August, 2020",Yorkdale-Glen Park,72,
Hotel Room,"September, 2020",Annex,7,
Hotel Room,"September, 2020",Kensington-Chinatown,5,
Hotel Room,"September, 2020",Moss Park,5,
Hotel Room,"September, 2020",Niagara,1,
Hotel Room,"September, 2020",North St.James Town,1,
Hotel Room,"September, 2020",South Parkdale,18,
Hotel Room,"September, 2020",Trinity-Bellwoods,2,
Hotel Room,"September, 2020",University,14,
Hotel Room,"September, 2020",Waterfront Communities-The Island,8,
Hotel Room,"September, 2020",Willowdale East,2,
Private Room,"September, 2020",Agincourt North,29,
Private Room,"September, 2020",Agincourt South-Malvern West,60,129.7630854
Private Room,"September, 2020",Alderwood,9,82.03816794
Private Room,"September, 2020",Annex,131,57.02564103
Private Room,"September, 2020",Banbury-Don Mills,28,
Private Room,"September, 2020",Bathurst Manor,20,
Private Room,"September, 2020",Bay Street Corridor,127,
Private Room,"September, 2020",Bayview Village,51,
Private Room,"September, 2020",Bayview Woods-Steeles,42,
Private Room,"September, 2020",Bedford Park-Nortown,16,
Private Room,"September, 2020",Beechborough-Greenbrook,8,
Private Room,"September, 2020",Bendale,22,81.07843137
Private Room,"September, 2020",Birchcliffe-Cliffside,41,
Private Room,"September, 2020",Black Creek,15,
Private Room,"September, 2020",Blake-Jones,20,66.73076923
Private Room,"September, 2020",Briar Hill-Belgravia,39,77.91666667
Private Room,"September, 2020",Bridle Path-Sunnybrook-York Mills,19,
Private Room,"September, 2020",Broadview North,11,
Private Room,"September, 2020",Brookhaven-Amesbury,24,96.44354839
Private Room,"September, 2020",Cabbagetown-South St.James Town,110,96.44354839
Private Room,"September, 2020",Caledonia-Fairbank,30,96.44354839
Private Room,"September, 2020",Casa Loma,19,68.81818182
Private Room,"September, 2020",Centennial Scarborough,7,
Private Room,"September, 2020",Church-Yonge Corridor,185,
Private Room,"September, 2020",Clairlea-Birchmount,55,
Private Room,"September, 2020",Clanton Park,26,
Private Room,"September, 2020",Cliffcrest,18,
Private Room,"September, 2020",Corso Italia-Davenport,67,57.02564103
Private Room,"September, 2020",Danforth,38,
Private Room,"September, 2020",Danforth East York,15,
Private Room,"September, 2020",Don Valley Village,75,
Private Room,"September, 2020",Dorset Park,32,
Private Room,"September, 2020",Dovercourt-Wallace Emerson-Junction,189,
Private Room,"September, 2020",Downsview-Roding-CFB,42,
Private Room,"September, 2020",Dufferin Grove,44,
Private Room,"September, 2020",East End-Danforth,43,76.66666667
Private Room,"September, 2020",Edenbridge-Humber Valley,15,
Private Room,"September, 2020",Eglinton East,32,
Private Room,"September, 2020",Elms-Old Rexdale,5,
Private Room,"September, 2020",Englemount-Lawrence,19,129.7630854
Private Room,"September, 2020",Eringate-Centennial-West Deane,21,
Private Room,"September, 2020",Etobicoke West Mall,21,
Private Room,"September, 2020",Flemingdon Park,20,52.78571429
Private Room,"September, 2020",Forest Hill North,19,
Private Room,"September, 2020",Forest Hill South,6,
Private Room,"September, 2020",Glenfield-Jane Heights,28,
Private Room,"September, 2020",Greenwood-Coxwell,45,
Private Room,"September, 2020",Guildwood,14,
Private Room,"September, 2020",Henry Farm,20,107.9027027
Private Room,"September, 2020",High Park North,44,
Private Room,"September, 2020",High Park-Swansea,40,
Private Room,"September, 2020",Highland Creek,25,
Private Room,"September, 2020",Hillcrest Village,50,
Private Room,"September, 2020",Humber Heights-Westmount,7,86.58536585
Private Room,"September, 2020",Humber Summit,10,86.58536585
Private Room,"September, 2020",Humbermede,9,86.58536585
Private Room,"September, 2020",Humewood-Cedarvale,27,
Private Room,"September, 2020",Ionview,25,
Private Room,"September, 2020",Islington-City Centre West,85,66.54545455
Private Room,"September, 2020",Junction Area,43,86.58536585
Private Room,"September, 2020",Keelesdale-Eglinton West,21,
Private Room,"September, 2020",Kennedy Park,17,107.9027027
Private Room,"September, 2020",Kensington-Chinatown,269,
Private Room,"September, 2020",Kingsview Village-The Westway,12,86.58536585
Private Room,"September, 2020",Kingsway South,4,80.73605948
Private Room,"September, 2020",L'Amoreaux,73,86.58536585
Private Room,"September, 2020",Lambton Baby Point,13,
Private Room,"September, 2020",Lansing-Westgate,52,59.65909091
Private Room,"September, 2020",Lawrence Park North,22,
Private Room,"September, 2020",Lawrence Park South,19,
Private Room,"September, 2020",Leaside-Bennington,15,59.65909091
Private Room,"September, 2020",Little Portugal,117,56.1
Private Room,"September, 2020",Long Branch,21,59.65909091
Private Room,"September, 2020",Malvern,72,
Private Room,"September, 2020",Maple Leaf,5,
Private Room,"September, 2020",Markland Wood,3,
Private Room,"September, 2020",Milliken,21,
Private Room,"September, 2020",Mimico (includes Humber Bay Shores),66,
Private Room,"September, 2020",Morningside,32,
Private Room,"September, 2020",Moss Park,164,57.7293578
Private Room,"September, 2020",Mount Dennis,15,
Private Room,"September, 2020",Mount Olive-Silverstone-Jamestown,17,
Private Room,"September, 2020",Mount Pleasant East,39,
Private Room,"September, 2020",Mount Pleasant West,74,
Private Room,"September, 2020",New Toronto,37,
Private Room,"September, 2020",Newtonbrook East,62,
Private Room,"September, 2020",Newtonbrook West,91,68.93258427
Private Room,"September, 2020",Niagara,124,
Private Room,"September, 2020",North Riverdale,13,96.8372093
Private Room,"September, 2020",North St.James Town,89,
Private Room,"September, 2020",O'Connor-Parkview,24,
Private Room,"September, 2020",Oakridge,24,77.91666667
Private Room,"September, 2020",Oakwood Village,64,78.15
Private Room,"September, 2020",Old East York,25,
Private Room,"September, 2020",Palmerston-Little Italy,132,
Private Room,"September, 2020",Parkwoods-Donalda,60,
Private Room,"September, 2020",Pelmo Park-Humberlea,30,
Private Room,"September, 2020",Playter Estates-Danforth,16,
Private Room,"September, 2020",Pleasant View,83,67.63513514
Private Room,"September, 2020",Princess-Rosethorn,15,
Private Room,"September, 2020",Regent Park,43,
Private Room,"September, 2020",Rexdale-Kipling,35,
Private Room,"September, 2020",Rockcliffe-Smythe,22,80.73605948
Private Room,"September, 2020",Roncesvalles,61,
Private Room,"September, 2020",Rosedale-Moore Park,24,107.9027027
Private Room,"September, 2020",Rouge,28,
Private Room,"September, 2020",Runnymede-Bloor West Village,16,75.71052632
Private Room,"September, 2020",Rustic,6,
Private Room,"September, 2020",Scarborough Village,16,52.125
Private Room,"September, 2020",South Parkdale,90,
Private Room,"September, 2020",South Riverdale,104,
Private Room,"September, 2020",St.Andrew-Windfields,36,
Private Room,"September, 2020",Steeles,41,59.64
Private Room,"September, 2020",Stonegate-Queensway,35,
Private Room,"September, 2020",Tam O'Shanter-Sullivan,45,86.58536585
Private Room,"September, 2020",Taylor-Massey,22,
Private Room,"September, 2020",The Beaches,35,
Private Room,"September, 2020",Thistletown-Beaumond Heights,2,
Private Room,"September, 2020",Thorncliffe Park,12,
Private Room,"September, 2020",Trinity-Bellwoods,170,
Private Room,"September, 2020",University,107,
Private Room,"September, 2020",Victoria Village,26,
Private Room,"September, 2020",Waterfront Communities-The Island,363,
Private Room,"September, 2020",West Hill,39,67.36470588
Private Room,"September, 2020",West Humber-Clairville,54,67.36470588
Private Room,"September, 2020",Westminster-Branson,37,
Private Room,"September, 2020",Weston,29,86.58536585
Private Room,"September, 2020",Weston-Pellam Park,31,86.58536585
Private Room,"September, 2020",Wexford/Maryvale,51,
Private Room,"September, 2020",Willowdale East,218,86.58536585
Private Room,"September, 2020",Willowdale West,70,86.58536585
Private Room,"September, 2020",Willowridge-Martingrove-Richview,36,86.58536585
Private Room,"September, 2020",Woburn,28,86.58536585
Private Room,"September, 2020",Woodbine Corridor,38,
Private Room,"September, 2020",Woodbine-Lumsden,20,
Private Room,"September, 2020",Wychwood,50,
Private Room,"September, 2020",Yonge-Eglinton,39,86.58536585
Private Room,"September, 2020",Yonge-St.Clair,15,
Private Room,"September, 2020",York University Heights,162,67.63513514
Private Room,"September, 2020",Yorkdale-Glen Park,48,
Shared Room,"September, 2020",Agincourt North,2,
Shared Room,"September, 2020",Agincourt South-Malvern West,3,
Shared Room,"September, 2020",Annex,7,
Shared Room,"September, 2020",Banbury-Don Mills,1,
Shared Room,"September, 2020",Bay Street Corridor,11,
Shared Room,"September, 2020",Bayview Village,2,
Shared Room,"September, 2020",Bayview Woods-Steeles,2,
Shared Room,"September, 2020",Bedford Park-Nortown,24,
Shared Room,"September, 2020",Bendale,1,
Shared Room,"September, 2020",Black Creek,1,
Shared Room,"September, 2020",Blake-Jones,1,
Shared Room,"September, 2020",Briar Hill-Belgravia,6,
Shared Room,"September, 2020",Broadview North,8,
Shared Room,"September, 2020",Cabbagetown-South St.James Town,1,
Shared Room,"September, 2020",Caledonia-Fairbank,1,
Shared Room,"September, 2020",Casa Loma,2,
Shared Room,"September, 2020",Church-Yonge Corridor,7,
Shared Room,"September, 2020",Clairlea-Birchmount,2,
Shared Room,"September, 2020",Clanton Park,23,
Shared Room,"September, 2020",Corso Italia-Davenport,2,
Shared Room,"September, 2020",Don Valley Village,5,
Shared Room,"September, 2020",Dorset Park,3,
Shared Room,"September, 2020",Dovercourt-Wallace Emerson-Junction,2,
Shared Room,"September, 2020",East End-Danforth,2,
Shared Room,"September, 2020",Flemingdon Park,1,
Shared Room,"September, 2020",Forest Hill North,1,
Shared Room,"September, 2020",Glenfield-Jane Heights,2,
Shared Room,"September, 2020",High Park North,4,
Shared Room,"September, 2020",Islington-City Centre West,6,
Shared Room,"September, 2020",Junction Area,2,
Shared Room,"September, 2020",Keelesdale-Eglinton West,1,
Shared Room,"September, 2020",Kennedy Park,2,
Shared Room,"September, 2020",Kensington-Chinatown,8,
Shared Room,"September, 2020",L'Amoreaux,2,
Shared Room,"September, 2020",Lawrence Park North,9,
Shared Room,"September, 2020",Lawrence Park South,2,
Shared Room,"September, 2020",Malvern,41,
Shared Room,"September, 2020",Mimico (includes Humber Bay Shores),2,
Shared Room,"September, 2020",Morningside,1,
Shared Room,"September, 2020",Moss Park,3,
Shared Room,"September, 2020",Mount Pleasant East,3,
Shared Room,"September, 2020",Mount Pleasant West,13,
Shared Room,"September, 2020",Newtonbrook East,1,
Shared Room,"September, 2020",Newtonbrook West,10,
Shared Room,"September, 2020",Niagara,7,
Shared Room,"September, 2020",North St.James Town,6,
Shared Room,"September, 2020",Oakwood Village,7,
Shared Room,"September, 2020",Old East York,1,
Shared Room,"September, 2020",Palmerston-Little Italy,1,
Shared Room,"September, 2020",Parkwoods-Donalda,3,
Shared Room,"September, 2020",Playter Estates-Danforth,1,
Shared Room,"September, 2020",Pleasant View,1,
Shared Room,"September, 2020",Regent Park,8,
Shared Room,"September, 2020",Rexdale-Kipling,7,
Shared Room,"September, 2020",Rockcliffe-Smythe,1,
Shared Room,"September, 2020",Roncesvalles,2,
Shared Room,"September, 2020",Rustic,1,
Shared Room,"September, 2020",South Parkdale,2,
Shared Room,"September, 2020",South Riverdale,6,
Shared Room,"September, 2020",St.Andrew-Windfields,2,
Shared Room,"September, 2020",Stonegate-Queensway,3,
Shared Room,"September, 2020",Tam O'Shanter-Sullivan,1,
Shared Room,"September, 2020",Taylor-Massey,1,
Shared Room,"September, 2020",Thorncliffe Park,3,
Shared Room,"September, 2020",Trinity-Bellwoods,2,
Shared Room,"September, 2020",University,2,
Shared Room,"September, 2020",Waterfront Communities-The Island,18,
Shared Room,"September, 2020",West Humber-Clairville,4,
Shared Room,"September, 2020",Weston-Pellam Park,5,
Shared Room,"September, 2020",Willowdale East,6,45.66666667
Shared Room,"September, 2020",Willowdale West,1,
Shared Room,"September, 2020",Willowridge-Martingrove-Richview,1,
Shared Room,"September, 2020",Woburn,1,
Shared Room,"September, 2020",Woodbine Corridor,2,
Shared Room,"September, 2020",Wychwood,1,40
Shared Room,"September, 2020",Yonge-Eglinton,1,
Shared Room,"September, 2020",Yonge-St.Clair,4,
Shared Room,"September, 2020",York University Heights,1,
Shared Room,"September, 2020",Yorkdale-Glen Park,1,
Entire Home,"September, 2020",Agincourt North,7,170.159322
Entire Home,"September, 2020",Agincourt South-Malvern West,21,
Entire Home,"September, 2020",Alderwood,17,
Entire Home,"September, 2020",Annex,485,
Entire Home,"September, 2020",Banbury-Don Mills,25,220.7195038
Entire Home,"September, 2020",Bathurst Manor,20,145.8440367
Entire Home,"September, 2020",Bay Street Corridor,446,130.7710843
Entire Home,"September, 2020",Bayview Village,53,220.7195038
Entire Home,"September, 2020",Bayview Woods-Steeles,20,131.5588235
Entire Home,"September, 2020",Bedford Park-Nortown,24,126.0714286
Entire Home,"September, 2020",Beechborough-Greenbrook,3,220.7195038
Entire Home,"September, 2020",Bendale,37,
Entire Home,"September, 2020",Birchcliffe-Cliffside,57,229.4268293
Entire Home,"September, 2020",Black Creek,4,153.5665138
Entire Home,"September, 2020",Blake-Jones,46,
Entire Home,"September, 2020",Briar Hill-Belgravia,23,
Entire Home,"September, 2020",Bridle Path-Sunnybrook-York Mills,8,153.5665138
Entire Home,"September, 2020",Broadview North,41,220.7195038
Entire Home,"September, 2020",Brookhaven-Amesbury,15,
Entire Home,"September, 2020",Cabbagetown-South St.James Town,122,
Entire Home,"September, 2020",Caledonia-Fairbank,17,
Entire Home,"September, 2020",Casa Loma,54,
Entire Home,"September, 2020",Centennial Scarborough,7,229.4268293
Entire Home,"September, 2020",Church-Yonge Corridor,436,129.9577465
Entire Home,"September, 2020",Clairlea-Birchmount,30,180.7357955
Entire Home,"September, 2020",Clanton Park,47,180.7357955
Entire Home,"September, 2020",Cliffcrest,26,153.5665138
Entire Home,"September, 2020",Corso Italia-Davenport,56,
Entire Home,"September, 2020",Danforth,58,180.7357955
Entire Home,"September, 2020",Danforth East York,42,181.1780303
Entire Home,"September, 2020",Don Valley Village,27,209.1938144
Entire Home,"September, 2020",Dorset Park,15,134.8802817
Entire Home,"September, 2020",Dovercourt-Wallace Emerson-Junction,318,220.7195038
Entire Home,"September, 2020",Downsview-Roding-CFB,21,131.5588235
Entire Home,"September, 2020",Dufferin Grove,142,124.1666667
Entire Home,"September, 2020",East End-Danforth,81,
Entire Home,"September, 2020",Edenbridge-Humber Valley,10,180.7357955
Entire Home,"September, 2020",Eglinton East,10,170.159322
Entire Home,"September, 2020",Elms-Old Rexdale,7,220.7195038
Entire Home,"September, 2020",Englemount-Lawrence,26,
Entire Home,"September, 2020",Eringate-Centennial-West Deane,30,202.1986301
Entire Home,"September, 2020",Etobicoke West Mall,20,220.7195038
Entire Home,"September, 2020",Flemingdon Park,8,
Entire Home,"September, 2020",Forest Hill North,9,494.6764706
Entire Home,"September, 2020",Forest Hill South,21,157.4142857
Entire Home,"September, 2020",Glenfield-Jane Heights,6,153.5665138
Entire Home,"September, 2020",Greenwood-Coxwell,109,126.0714286
Entire Home,"September, 2020",Guildwood,5,180.7357955
Entire Home,"September, 2020",Henry Farm,27,
Entire Home,"September, 2020",High Park North,142,135.2803738
Entire Home,"September, 2020",High Park-Swansea,146,180.7357955
Entire Home,"September, 2020",Highland Creek,8,136.4056604
Entire Home,"September, 2020",Hillcrest Village,20,209.1938144
Entire Home,"September, 2020",Humber Heights-Westmount,14,
Entire Home,"September, 2020",Humber Summit,5,
Entire Home,"September, 2020",Humbermede,7,
Entire Home,"September, 2020",Humewood-Cedarvale,70,180.7357955
Entire Home,"September, 2020",Ionview,11,157.5061728
Entire Home,"September, 2020",Islington-City Centre West,82,
Entire Home,"September, 2020",Junction Area,74,
Entire Home,"September, 2020",Keelesdale-Eglinton West,25,218.9333333
Entire Home,"September, 2020",Kennedy Park,21,
Entire Home,"September, 2020",Kensington-Chinatown,247,176.5525114
Entire Home,"September, 2020",Kingsview Village-The Westway,18,
Entire Home,"September, 2020",Kingsway South,12,
Entire Home,"September, 2020",L'Amoreaux,11,
Entire Home,"September, 2020",Lambton Baby Point,21,135.2803738
Entire Home,"September, 2020",Lansing-Westgate,54,
Entire Home,"September, 2020",Lawrence Park North,32,220.7195038
Entire Home,"September, 2020",Lawrence Park South,34,
Entire Home,"September, 2020",Leaside-Bennington,28,
Entire Home,"September, 2020",Little Portugal,295,
Entire Home,"September, 2020",Long Branch,37,
Entire Home,"September, 2020",Malvern,18,134.8802817
Entire Home,"September, 2020",Maple Leaf,11,
Entire Home,"September, 2020",Markland Wood,7,181.1780303
Entire Home,"September, 2020",Milliken,8,176.5525114
Entire Home,"September, 2020",Mimico (includes Humber Bay Shores),174,131.5588235
Entire Home,"September, 2020",Morningside,8,131.5588235
Entire Home,"September, 2020",Moss Park,312,
Entire Home,"September, 2020",Mount Dennis,12,200.0597015
Entire Home,"September, 2020",Mount Olive-Silverstone-Jamestown,9,220.7195038
Entire Home,"September, 2020",Mount Pleasant East,47,229.4268293
Entire Home,"September, 2020",Mount Pleasant West,166,128.2758621
Entire Home,"September, 2020",New Toronto,46,220.7195038
Entire Home,"September, 2020",Newtonbrook East,42,183.6315789
Entire Home,"September, 2020",Newtonbrook West,94,
Entire Home,"September, 2020",Niagara,704,136.4056604
Entire Home,"September, 2020",North Riverdale,96,
Entire Home,"September, 2020",North St.James Town,107,157.5061728
Entire Home,"September, 2020",O'Connor-Parkview,27,176.5525114
Entire Home,"September, 2020",Oakridge,28,
Entire Home,"September, 2020",Oakwood Village,71,
Entire Home,"September, 2020",Old East York,31,188.544843
Entire Home,"September, 2020",Palmerston-Little Italy,219,146.8663968
Entire Home,"September, 2020",Parkwoods-Donalda,43,220.7195038
Entire Home,"September, 2020",Pelmo Park-Humberlea,16,146.8663968
Entire Home,"September, 2020",Playter Estates-Danforth,42,220.7195038
Entire Home,"September, 2020",Pleasant View,17,
Entire Home,"September, 2020",Princess-Rosethorn,10,129.9577465
Entire Home,"September, 2020",Regent Park,57,139.4074074
Entire Home,"September, 2020",Rexdale-Kipling,17,175.2628205
Entire Home,"September, 2020",Rockcliffe-Smythe,30,
Entire Home,"September, 2020",Roncesvalles,162,131.5588235
Entire Home,"September, 2020",Rosedale-Moore Park,82,
Entire Home,"September, 2020",Rouge,23,157.4142857
Entire Home,"September, 2020",Runnymede-Bloor West Village,34,
Entire Home,"September, 2020",Rustic,2,153.5665138
Entire Home,"September, 2020",Scarborough Village,3,
Entire Home,"September, 2020",South Parkdale,204,220.7195038
Entire Home,"September, 2020",South Riverdale,264,220.7195038
Entire Home,"September, 2020",St.Andrew-Windfields,18,117.915493
Entire Home,"September, 2020",Steeles,7,
Entire Home,"September, 2020",Stonegate-Queensway,57,136.4056604
Entire Home,"September, 2020",Tam O'Shanter-Sullivan,20,
Entire Home,"September, 2020",Taylor-Massey,17,170.159322
Entire Home,"September, 2020",The Beaches,134,136.4056604
Entire Home,"September, 2020",Thistletown-Beaumond Heights,9,134.6081081
Entire Home,"September, 2020",Thorncliffe Park,10,182.2236842
Entire Home,"September, 2020",Trinity-Bellwoods,304,136.4056604
Entire Home,"September, 2020",University,65,146.8663968
Entire Home,"September, 2020",Victoria Village,9,157.5061728
Entire Home,"September, 2020",Waterfront Communities-The Island,2902,
Entire Home,"September, 2020",West Hill,12,
Entire Home,"September, 2020",West Humber-Clairville,26,
Entire Home,"September, 2020",Westminster-Branson,15,220.7195038
Entire Home,"September, 2020",Weston,18,
Entire Home,"September, 2020",Weston-Pellam Park,39,
Entire Home,"September, 2020",Wexford/Maryvale,41,
Entire Home,"September, 2020",Willowdale East,247,
Entire Home,"September, 2020",Willowdale West,69,
Entire Home,"September, 2020",Willowridge-Martingrove-Richview,19,
Entire Home,"September, 2020",Woburn,34,
Entire Home,"September, 2020",Woodbine Corridor,59,175.2628205
Entire Home,"September, 2020",Woodbine-Lumsden,25,220.7195038
Entire Home,"September, 2020",Wychwood,76,176.5525114
Entire Home,"September, 2020",Yonge-Eglinton,75,
Entire Home,"September, 2020",Yonge-St.Clair,45,153.5665138
Entire Home,"September, 2020",York University Heights,22,
Entire Home,"September, 2020",Yorkdale-Glen Park,70,176.5525114
Hotel Room,"October, 2020",Annex,7,
Hotel Room,"October, 2020",East End-Danforth,1,
Hotel Room,"October, 2020",Kensington-Chinatown,5,
Hotel Room,"October, 2020",Moss Park,4,
Hotel Room,"October, 2020",Niagara,1,
Hotel Room,"October, 2020",North St.James Town,1,
Hotel Room,"October, 2020",South Parkdale,18,
Hotel Room,"October, 2020",Trinity-Bellwoods,2,
Hotel Room,"October, 2020",University,14,
Hotel Room,"October, 2020",Waterfront Communities-The Island,8,
Hotel Room,"October, 2020",Willowdale East,2,
Private Room,"October, 2020",Agincourt North,27,
Private Room,"October, 2020",Agincourt South-Malvern West,66,128.4705882
Private Room,"October, 2020",Alderwood,9,81.17692308
Private Room,"October, 2020",Annex,130,54.45238095
Private Room,"October, 2020",Banbury-Don Mills,29,
Private Room,"October, 2020",Bathurst Manor,14,
Private Room,"October, 2020",Bay Street Corridor,114,
Private Room,"October, 2020",Bayview Village,47,
Private Room,"October, 2020",Bayview Woods-Steeles,37,
Private Room,"October, 2020",Bedford Park-Nortown,15,
Private Room,"October, 2020",Beechborough-Greenbrook,7,
Private Room,"October, 2020",Bendale,22,83.13333333
Private Room,"October, 2020",Birchcliffe-Cliffside,39,
Private Room,"October, 2020",Black Creek,17,
Private Room,"October, 2020",Blake-Jones,17,69.08888889
Private Room,"October, 2020",Briar Hill-Belgravia,42,72.95238095
Private Room,"October, 2020",Bridle Path-Sunnybrook-York Mills,18,
Private Room,"October, 2020",Broadview North,9,91.32307692
Private Room,"October, 2020",Brookhaven-Amesbury,23,
Private Room,"October, 2020",Cabbagetown-South St.James Town,104,91.32307692
Private Room,"October, 2020",Caledonia-Fairbank,30,91.32307692
Private Room,"October, 2020",Casa Loma,17,67.10084034
Private Room,"October, 2020",Centennial Scarborough,8,91.32307692
Private Room,"October, 2020",Church-Yonge Corridor,184,
Private Room,"October, 2020",Clairlea-Birchmount,53,
Private Room,"October, 2020",Clanton Park,29,
Private Room,"October, 2020",Cliffcrest,19,
Private Room,"October, 2020",Corso Italia-Davenport,67,54.45238095
Private Room,"October, 2020",Danforth,24,
Private Room,"October, 2020",Danforth East York,14,
Private Room,"October, 2020",Don Valley Village,68,
Private Room,"October, 2020",Dorset Park,39,
Private Room,"October, 2020",Dovercourt-Wallace Emerson-Junction,189,
Private Room,"October, 2020",Downsview-Roding-CFB,47,
Private Room,"October, 2020",Dufferin Grove,41,
Private Room,"October, 2020",East End-Danforth,44,72.74193548
Private Room,"October, 2020",Edenbridge-Humber Valley,14,
Private Room,"October, 2020",Eglinton East,28,
Private Room,"October, 2020",Elms-Old Rexdale,8,
Private Room,"October, 2020",Englemount-Lawrence,20,128.4705882
Private Room,"October, 2020",Eringate-Centennial-West Deane,21,
Private Room,"October, 2020",Etobicoke West Mall,17,
Private Room,"October, 2020",Flemingdon Park,19,
Private Room,"October, 2020",Forest Hill North,18,51.53191489
Private Room,"October, 2020",Forest Hill South,8,
Private Room,"October, 2020",Glenfield-Jane Heights,27,
Private Room,"October, 2020",Greenwood-Coxwell,45,
Private Room,"October, 2020",Guildwood,14,
Private Room,"October, 2020",Henry Farm,19,
Private Room,"October, 2020",High Park North,37,98.05434783
Private Room,"October, 2020",High Park-Swansea,44,
Private Room,"October, 2020",Highland Creek,24,
Private Room,"October, 2020",Hillcrest Village,52,
Private Room,"October, 2020",Humber Heights-Westmount,5,
Private Room,"October, 2020",Humber Summit,12,
Private Room,"October, 2020",Humbermede,8,79.50694444
Private Room,"October, 2020",Humewood-Cedarvale,27,79.50694444
Private Room,"October, 2020",Ionview,23,79.50694444
